seqlen,ffa,fa3,cudnn,fa2,flex,sdpa,ffa-min,fa3-min,cudnn-min,fa2-min,flex-min,sdpa-min,ffa-max,fa3-max,cudnn-max,fa2-max,flex-max,sdpa-max
4096.0,460.7322625383606,514.9171530567801,472.85433293395334,244.3436446028532,129.12118035621003,81.00424921667344,473.43293975282984,546.1969564998681,474.9739019597751,247.8184611014903,130.57068898596899,81.0299105263457,458.27143674381637,514.15321989298,452.88360947547574,244.0751828226927,128.46588850143203,80.9839071074507
8192.0,351.4499650727459,490.0048514143978,443.10231066906675,267.92171275285546,186.32038677168293,37.37011793840257,354.52845682234226,513.0579258382708,443.40058199009576,267.9888987648123,186.8699701440592,37.37431108220973,348.41580497639984,483.4041888180983,442.7113708897175,267.79027281918667,185.7497093196158,37.34380056542212
16384.0,473.78887319866794,491.527703133664,520.717273848268,323.058722964006,234.73417600141462,-1.0,478.70716726800987,496.00691668368773,521.52375306935,323.1823658922409,235.11758668077135,-1.0,470.34735539425105,486.16179035953434,518.0170344434451,322.9351393703841,234.40812939339256,-1.0
24576.0,561.3941520899408,589.0401154986943,492.2828984058233,325.6129765965069,251.06963341840563,-1.0,563.3369810143371,589.6636179407175,492.39818144521763,325.6129765965069,251.06963341840563,-1.0,561.285811705829,583.3374300881695,492.20859629666995,325.6129765965069,251.06963341840563,-1.0
32768.0,511.44552446276987,541.0473966982038,454.5390707096661,320.3689190314061,253.3113263173435,-1.0,511.44552446276987,541.0473966982038,454.5390707096661,320.3689190314061,253.3113263173435,-1.0,511.44552446276987,541.0473966982038,454.5390707096661,320.3689190314061,253.3113263173435,-1.0
49152.0,579.2394682988206,582.6538941096691,477.8654927059185,314.06965990203616,253.098411404563,-1.0,579.2394682988206,582.6538941096691,477.8654927059185,314.06965990203616,253.098411404563,-1.0,579.2394682988206,582.6538941096691,477.8654927059185,314.06965990203616,253.098411404563,-1.0
65536.0,583.9916730773703,605.7056417812228,481.2041324553389,325.5748843922589,250.24144846565937,-1.0,583.9916730773703,605.7056417812228,481.2041324553389,325.5748843922589,250.24144846565937,-1.0,583.9916730773703,605.7056417812228,481.2041324553389,325.5748843922589,250.24144846565937,-1.0
98304.0,570.5225585660742,576.8485039121807,492.8172954117238,326.34066804071784,146.51033289361604,-1.0,570.5225585660742,576.8485039121807,492.8172954117238,326.34066804071784,146.51033289361604,-1.0,570.5225585660742,576.8485039121807,492.8172954117238,326.34066804071784,146.51033289361604,-1.0
131072.0,561.281211859685,579.0809788972686,511.35696527440484,327.73930576284914,170.1727052945283,-1.0,561.281211859685,579.0809788972686,511.35696527440484,327.73930576284914,170.1727052945283,-1.0,561.281211859685,579.0809788972686,511.35696527440484,327.73930576284914,170.1727052945283,-1.0
